Gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
MKL23	0.001277315	0.30156705	0.7	0.466	1	Exc_7	MKL2
PRMT82	0.001343592	0.334008265	0.286	0.145	1	Exc_7	PRMT8
SMG61	0.0013673	0.291561382	0.386	0.218	1	Exc_7	SMG6
GRIN2B4	0.001386953	0.260468086	0.771	0.552	1	Exc_7	GRIN2B
STX1A3	0.00143279	0.270999102	0.414	0.231	1	Exc_7	STX1A
DNAJC7	0.001632644	0.275158263	0.257	0.123	1	Exc_7	DNAJC7
TFCP2	0.001655599	0.312397115	0.386	0.218	1	Exc_7	TFCP2
SNAP912	0.001738407	0.302940839	0.6	0.409	1	Exc_7	SNAP91
FAM35A	0.001818193	0.34633787	0.271	0.14	1	Exc_7	FAM35A
SLC13A3	0.001880075	0.299698022	0.357	0.198	1	Exc_7	SLC13A3
REEP11	0.00214021	0.354822714	0.314	0.174	1	Exc_7	REEP1
ASXL3	0.002399167	0.278436004	0.271	0.139	1	Exc_7	ASXL3
PTPRR2	0.002556432	0.299420853	0.457	0.272	1	Exc_7	PTPRR
KIF5C1	0.002581344	0.305636335	0.529	0.329	1	Exc_7	KIF5C
NPIPB4	0.002582339	0.285380142	0.543	0.359	1	Exc_7	NPIPB4
ENOX13	0.002592452	0.263417833	0.743	0.552	1	Exc_7	ENOX1
TBC1D5	0.002735463	0.277269824	0.643	0.426	1	Exc_7	TBC1D5
SH3RF33	0.002786109	0.298420072	0.457	0.275	1	Exc_7	SH3RF3
TTC9B2	0.002960255	0.258127049	0.286	0.149	1	Exc_7	TTC9B
BMPR2	0.003027852	0.31388318	0.557	0.356	1	Exc_7	BMPR2
HIVEP34	0.003100422	0.377082271	0.586	0.425	1	Exc_7	HIVEP3
PPFIBP12	0.003258918	0.266681532	0.371	0.211	1	Exc_7	PPFIBP1
ARHGAP22	0.003388165	0.262285856	0.271	0.138	1	Exc_7	ARHGAP22
NMNAT25	0.00379656	0.270105505	0.557	0.348	1	Exc_7	NMNAT2
RAPGEF53	0.003865663	0.251067635	0.686	0.471	1	Exc_7	RAPGEF5
SYP3	0.003950925	0.264206448	0.529	0.341	1	Exc_7	SYP
GAP431	0.004339875	0.262471629	0.286	0.15	1	Exc_7	GAP43
ZRANB3	0.004358184	0.297459682	0.4	0.233	1	Exc_7	ZRANB3
MYO1D2	0.004370163	0.27611843	0.386	0.236	1	Exc_7	MYO1D
TRIM37	0.004392654	0.257167349	0.271	0.142	1	Exc_7	TRIM37
ANKRD13C	0.004619058	0.273386474	0.3	0.167	1	Exc_7	ANKRD13C
SYNDIG12	0.004822667	0.291391679	0.4	0.239	1	Exc_7	SYNDIG1
NFIB2	0.004917263	0.270424276	0.486	0.317	1	Exc_7	NFIB
CDH102	0.005238274	0.281983979	0.471	0.295	1	Exc_7	CDH10
PPP2R5E	0.005349309	0.304346673	0.314	0.182	1	Exc_7	PPP2R5E
CCNY2	0.005872547	0.339603217	0.386	0.247	1	Exc_7	CCNY
CAMK41	0.005874376	0.269008327	0.429	0.258	1	Exc_7	CAMK4
RP11-347C12.1	0.006107916	0.259369553	0.371	0.221	1	Exc_7	RP11-347C12.1
TOM1L1	0.006447302	0.261115598	0.271	0.147	1	Exc_7	TOM1L1
KAT6B	0.00696259	0.289531371	0.371	0.23	1	Exc_7	KAT6B
SCAI1	0.00704979	0.289391485	0.443	0.286	1	Exc_7	SCAI
MGAT52	0.007162161	0.276329019	0.371	0.219	1	Exc_7	MGAT5
RERE1	0.007657766	0.255650824	0.657	0.509	1	Exc_7	RERE
PPP1R13B1	0.007794919	0.250840622	0.414	0.259	1	Exc_7	PPP1R13B
GSE12	0.007889411	0.255181323	0.314	0.183	1	Exc_7	GSE1
PPP2R5C	0.009006956	0.318246624	0.329	0.196	1	Exc_7	PPP2R5C
TARBP1	0.009598347	0.288032161	0.429	0.277	1	Exc_7	TARBP1
CEP1121	0.009940645	0.285715071	0.357	0.218	1	Exc_7	CEP112
CRISPLD2	1.84E-211	1.683030524	0.464	0.008	3.06E-207	OPC	CRISPLD2
SMOC1	1.38E-195	2.300439403	0.754	0.032	2.30E-191	OPC	SMOC1
MEGF11	4.70E-134	2.189541909	0.71	0.045	7.82E-130	OPC	MEGF11
VCAN	3.21E-119	1.944872061	0.652	0.042	5.34E-115	OPC	VCAN
STK32A	2.23E-81	1.278509546	0.29	0.011	3.71E-77	OPC	STK32A
COL9A1	2.74E-78	1.332388356	0.333	0.015	4.56E-74	OPC	COL9A1
LHFPL32	1.53E-77	2.686133473	0.884	0.153	2.55E-73	OPC	LHFPL3
SEMA5A	3.54E-65	1.800886551	0.58	0.063	5.89E-61	OPC	SEMA5A
DISC1	7.74E-63	1.488112671	0.42	0.033	1.29E-58	OPC	DISC1
PCDH153	2.97E-54	2.140675291	0.957	0.283	4.94E-50	OPC	PCDH15
KAT2B2	5.16E-52	1.632723671	0.725	0.126	8.58E-48	OPC	KAT2B
TNR1	6.56E-50	2.037721426	0.957	0.339	1.09E-45	OPC	TNR
CHST91	3.32E-48	1.300076694	0.362	0.032	5.53E-44	OPC	CHST9
PLEKHH2	1.21E-47	1.208945351	0.319	0.025	2.01E-43	OPC	PLEKHH2
ITGA8	7.37E-44	1.314515402	0.377	0.038	1.23E-39	OPC	ITGA8
XYLT12	1.00E-43	2.020451937	0.884	0.298	1.67E-39	OPC	XYLT1
ABTB2	1.72E-42	1.065020181	0.304	0.025	2.86E-38	OPC	ABTB2
DSCAM5	1.66E-40	1.771499792	0.986	0.661	2.76E-36	OPC	DSCAM
SLC35F14	1.36E-39	1.662068137	0.928	0.391	2.26E-35	OPC	SLC35F1
PLPP4	1.34E-38	1.041104024	0.261	0.02	2.23E-34	OPC	PLPP4
RIN21	1.16E-37	1.451008809	0.58	0.103	1.93E-33	OPC	RIN2
LUZP23	4.89E-34	1.411167914	0.725	0.189	8.13E-30	OPC	LUZP2
ZCCHC24	5.68E-34	0.876679601	0.261	0.023	9.45E-30	OPC	ZCCHC24
ARHGAP312	6.21E-30	1.192136075	0.536	0.105	1.03E-25	OPC	ARHGAP31
AGAP12	6.95E-30	1.326922319	0.957	0.565	1.16E-25	OPC	AGAP1
ATP10B1	9.99E-29	1.113370163	0.406	0.065	1.66E-24	OPC	ATP10B
LRRC4C3	2.60E-28	1.357525887	0.942	0.68	4.33E-24	OPC	LRRC4C
RAB31	2.74E-28	1.297469327	0.478	0.093	4.56E-24	OPC	RAB31
PTPRZ11	4.73E-28	1.282180027	0.681	0.188	7.87E-24	OPC	PTPRZ1
SGK13	7.27E-28	1.242310194	0.71	0.209	1.21E-23	OPC	SGK1
KCNH81	4.05E-27	0.998390879	0.377	0.059	6.74E-23	OPC	KCNH8
C10orf901	1.02E-26	1.163537004	0.377	0.06	1.69E-22	OPC	C10orf90
TNS3	1.90E-26	1.456571876	0.362	0.058	3.17E-22	OPC	TNS3
TMEM132C1	1.95E-26	1.310231395	0.565	0.133	3.24E-22	OPC	TMEM132C
EPN22	6.42E-26	1.563983881	0.623	0.186	1.07E-21	OPC	EPN2
ADARB22	1.74E-25	0.441752108	0.739	0.193	2.90E-21	OPC	ADARB2
SOX63	1.02E-24	1.341256019	0.725	0.239	1.70E-20	OPC	SOX6
BCAS11	1.09E-24	1.548719647	0.333	0.052	1.82E-20	OPC	BCAS1
MMD21	1.52E-24	1.256374258	0.565	0.143	2.53E-20	OPC	MMD2
PLPPR11	8.35E-22	1.100120221	0.435	0.095	1.39E-17	OPC	PLPPR1
NCKAP52	3.96E-21	1.070590366	0.652	0.203	6.59E-17	OPC	NCKAP5
OPHN11	1.15E-20	1.222852832	0.783	0.353	1.91E-16	OPC	OPHN1
NLGN12	2.17E-19	0.816062127	0.971	0.747	3.62E-15	OPC	NLGN1
SCD52	1.44E-18	1.088122467	0.681	0.267	2.39E-14	OPC	SCD5
CHST113	1.88E-18	1.197510254	0.609	0.217	3.13E-14	OPC	CHST11
TANC1	2.84E-18	0.950378267	0.275	0.046	4.73E-14	OPC	TANC1
CASK	3.12E-18	1.117211204	0.623	0.228	5.18E-14	OPC	CASK
PDZD23	4.25E-18	1.031954021	0.855	0.483	7.08E-14	OPC	PDZD2
AC109326.11	6.85E-18	0.874705903	0.406	0.092	1.14E-13	OPC	AC109326.1
RPL13	1.97E-17	0.950188702	0.478	0.132	3.29E-13	OPC	RPL13
MAML22	5.07E-17	0.971877266	0.594	0.189	8.44E-13	OPC	MAML2
NXPH13	5.84E-17	0.779320401	0.609	0.188	9.71E-13	OPC	NXPH1
DOCK12	8.14E-17	1.001701796	0.406	0.1	1.35E-12	OPC	DOCK1
SGMS11	9.71E-17	0.970095589	0.609	0.216	1.62E-12	OPC	SGMS1
DGKG2	2.44E-16	1.204891959	0.725	0.371	4.06E-12	OPC	DGKG
GRID22	4.83E-16	0.778628413	0.899	0.565	8.04E-12	OPC	GRID2
ADAM12	5.24E-16	0.958238497	0.261	0.047	8.72E-12	OPC	ADAM12
PID12	5.94E-16	1.104003082	0.609	0.25	9.89E-12	OPC	PID1
ZNF3651	6.78E-16	1.031812115	0.435	0.124	1.13E-11	OPC	ZNF365
ZNF462	7.21E-16	1.015449278	0.391	0.102	1.20E-11	OPC	ZNF462
CA104	8.34E-16	1.06945817	0.652	0.263	1.39E-11	OPC	CA10
APCDD1	1.65E-15	0.817095451	0.275	0.053	2.74E-11	OPC	APCDD1
C10orf112	1.67E-15	0.938401721	0.464	0.137	2.78E-11	OPC	C10orf11
GRIK12	1.74E-15	0.431403483	0.739	0.287	2.90E-11	OPC	GRIK1
DPP64	3.92E-15	0.715353771	0.942	0.693	6.52E-11	OPC	DPP6
KIF13A1	1.39E-14	1.069817778	0.623	0.259	2.31E-10	OPC	KIF13A
SEZ6L4	2.90E-14	1.081412054	0.609	0.258	4.83E-10	OPC	SEZ6L
GALNT132	3.60E-14	0.922658332	0.681	0.296	5.99E-10	OPC	GALNT13
GLCCI1	1.33E-13	1.054921389	0.551	0.226	2.21E-09	OPC	GLCCI1
SPATA61	4.35E-13	0.928163542	0.377	0.111	7.23E-09	OPC	SPATA6
SH3D192	4.86E-13	0.954535192	0.507	0.19	8.08E-09	OPC	SH3D19
NOVA12	7.54E-13	0.865904994	0.594	0.256	1.25E-08	OPC	NOVA1
COL11A12	1.63E-12	0.831626737	0.42	0.131	2.72E-08	OPC	COL11A1
APBB21	1.66E-12	1.055463353	0.58	0.253	2.76E-08	OPC	APBB2
ZBTB202	1.75E-12	0.610704642	0.826	0.4	2.91E-08	OPC	ZBTB20
MPZL1	1.78E-12	0.933843726	0.275	0.065	2.96E-08	OPC	MPZL1
FGFR11	2.00E-12	0.893180333	0.275	0.064	3.33E-08	OPC	FGFR1
DOCK103	2.24E-12	0.828284614	0.478	0.169	3.73E-08	OPC	DOCK10
SLC24A32	2.31E-12	0.858395244	0.464	0.16	3.85E-08	OPC	SLC24A3
HIP11	4.40E-12	1.126360685	0.333	0.098	7.32E-08	OPC	HIP1
OPCML3	8.33E-12	0.52346737	0.986	0.865	1.39E-07	OPC	OPCML
MDGA24	8.91E-12	0.711841264	0.913	0.668	1.48E-07	OPC	MDGA2
ASTN23	1.45E-11	0.710525067	0.826	0.465	2.41E-07	OPC	ASTN2
TAOK32	3.06E-11	0.814174737	0.609	0.291	5.08E-07	OPC	TAOK3
KIF26B2	5.16E-11	0.987327709	0.507	0.209	8.58E-07	OPC	KIF26B
NTNG12	5.40E-11	0.813015114	0.391	0.128	8.99E-07	OPC	NTNG1
QKI3	5.75E-11	0.677175765	0.768	0.443	9.57E-07	OPC	QKI
RHBDL31	6.39E-11	0.854468721	0.319	0.092	1.06E-06	OPC	RHBDL3
ADAMTS171	8.93E-11	0.756264919	0.362	0.111	1.49E-06	OPC	ADAMTS17
ZFPM22	1.26E-10	0.767722294	0.652	0.33	2.10E-06	OPC	ZFPM2
PTPRJ2	1.35E-10	0.784111644	0.551	0.242	2.25E-06	OPC	PTPRJ
DOCK52	1.55E-10	0.805965448	0.362	0.114	2.58E-06	OPC	DOCK5
PDE4B4	1.80E-10	0.745235947	0.783	0.479	3.00E-06	OPC	PDE4B
FKBP52	2.28E-10	0.864360891	0.536	0.224	3.79E-06	OPC	FKBP5
DCC2	7.00E-10	0.731521093	0.681	0.365	1.17E-05	OPC	DCC
FAM110B3	8.56E-10	0.788388985	0.348	0.114	1.42E-05	OPC	FAM110B
LRP1B3	1.13E-09	0.432294137	0.986	0.939	1.87E-05	OPC	LRP1B
BRINP33	1.44E-09	0.829971045	0.565	0.268	2.40E-05	OPC	BRINP3
SERINC52	1.74E-09	0.872135362	0.348	0.121	2.89E-05	OPC	SERINC5
SORCS34	3.12E-09	0.583910565	0.551	0.24	5.18E-05	OPC	SORCS3
TNK2	3.29E-09	0.784687301	0.435	0.177	5.48E-05	OPC	TNK2
ZSWIM62	3.86E-09	0.605532666	0.739	0.439	6.42E-05	OPC	ZSWIM6
CSGALNACT11	5.21E-09	0.677502592	0.667	0.346	8.67E-05	OPC	CSGALNACT1
SLC1A1	5.60E-09	0.73983423	0.319	0.107	9.31E-05	OPC	SLC1A1
PPM1B1	8.83E-09	0.792239252	0.435	0.183	0.0001469	OPC	PPM1B
L3MBTL43	9.34E-09	0.717633493	0.449	0.191	0.00015532	OPC	L3MBTL4
EEF2K1	9.45E-09	0.92812135	0.42	0.174	0.000157276	OPC	EEF2K
FYN1	1.14E-08	0.917271143	0.594	0.316	0.000188934	OPC	FYN
TMEM1631	1.32E-08	0.755901204	0.261	0.078	0.000219751	OPC	TMEM163
PTPRE1	1.38E-08	0.813255227	0.406	0.164	0.000229342	OPC	PTPRE
SPOCK14	1.65E-08	0.709313179	0.71	0.438	0.0002751	OPC	SPOCK1
FMNL31	1.70E-08	0.684637077	0.29	0.093	0.000283187	OPC	FMNL3
ITPR21	2.31E-08	0.739097296	0.536	0.239	0.000384119	OPC	ITPR2
KANK12	2.74E-08	0.77219662	0.406	0.157	0.000456668	OPC	KANK1
RFTN22	3.35E-08	0.520245591	0.29	0.089	0.00055742	OPC	RFTN2
KCND23	4.00E-08	0.628295626	0.725	0.458	0.000665804	OPC	KCND2
MGLL1	4.10E-08	0.750496975	0.377	0.143	0.000682336	OPC	MGLL
FHIT3	5.04E-08	0.719501158	0.696	0.45	0.000839287	OPC	FHIT
CHL1	5.23E-08	0.748450904	0.638	0.393	0.000869961	OPC	CHL1
ZDHHC142	5.71E-08	0.806096707	0.565	0.317	0.000949537	OPC	ZDHHC14
GPC62	6.64E-08	0.503797754	0.681	0.378	0.001104128	OPC	GPC6
TRIO	6.74E-08	0.711079284	0.812	0.567	0.001120717	OPC	TRIO
TCF123	6.95E-08	0.769267589	0.551	0.316	0.001155854	OPC	TCF12
PHLPP12	7.06E-08	0.67484142	0.551	0.279	0.001175104	OPC	PHLPP1
PHYHIPL2	7.61E-08	0.703765938	0.449	0.203	0.001265786	OPC	PHYHIPL
LDLRAD32	9.72E-08	0.840138304	0.304	0.108	0.00161776	OPC	LDLRAD3
SHISA63	1.09E-07	0.648483946	0.42	0.175	0.001821271	OPC	SHISA6
NCAM22	1.22E-07	0.398994949	0.913	0.767	0.00202753	OPC	NCAM2
GNG74	1.30E-07	0.993506875	0.406	0.187	0.002170676	OPC	GNG7
NRCAM	1.42E-07	0.595119539	0.797	0.633	0.002358004	OPC	NRCAM
EDIL33	1.77E-07	0.624455588	0.594	0.338	0.002948321	OPC	EDIL3
BCR1	1.85E-07	0.735940876	0.391	0.17	0.003080498	OPC	BCR
NTM1	1.95E-07	0.432260736	0.899	0.732	0.003236829	OPC	NTM
PDZRN44	2.22E-07	0.786899363	0.464	0.222	0.003698142	OPC	PDZRN4
SNX1	4.34E-07	0.602830064	0.261	0.087	0.007217842	OPC	SNX1
KCNIP13	4.72E-07	0.689289322	0.377	0.156	0.007849479	OPC	KCNIP1
SLAIN11	5.51E-07	0.6995566	0.377	0.16	0.009172514	OPC	SLAIN1
GPD2	6.08E-07	0.507938291	0.304	0.111	0.010108439	OPC	GPD2
GSG1L3	6.42E-07	0.734807514	0.333	0.136	0.010678041	OPC	GSG1L
NCAM12	6.51E-07	0.459599801	0.855	0.645	0.010824056	OPC	NCAM1
ST54	7.10E-07	0.567717769	0.377	0.159	0.011810113	OPC	ST5
FCHSD24	7.79E-07	0.664211536	0.551	0.308	0.012959028	OPC	FCHSD2
CSMD15	8.49E-07	0.294375124	1	0.934	0.0141328	OPC	CSMD1
MMP163	8.70E-07	0.68780206	0.58	0.347	0.014478493	OPC	MMP16
P2RX72	8.97E-07	0.765815175	0.348	0.148	0.014931412	OPC	P2RX7
DSCAML17	1.03E-06	0.583137659	0.565	0.309	0.017070132	OPC	DSCAML1
ZHX22	1.19E-06	0.540805714	0.348	0.14	0.019715546	OPC	ZHX2
NLGN4X	1.34E-06	0.706351735	0.536	0.291	0.022293273	OPC	NLGN4X
LSAMP3	1.36E-06	0.298053679	0.986	0.937	0.022613614	OPC	LSAMP
MTSS13	1.37E-06	0.750230882	0.348	0.154	0.022760822	OPC	MTSS1
CNTNAP56	1.38E-06	0.508241886	0.754	0.536	0.022955859	OPC	CNTNAP5
NAV22	1.58E-06	0.706184391	0.696	0.547	0.026277649	OPC	NAV2
LRRTM42	1.78E-06	0.319833783	0.986	0.88	0.029623802	OPC	LRRTM4
SNTG14	2.28E-06	0.483917601	0.87	0.701	0.037888842	OPC	SNTG1
KIAA12114	2.74E-06	0.786109112	0.333	0.137	0.045641396	OPC	KIAA1211
SAMD4A1	2.75E-06	0.581346518	0.333	0.139	0.045685446	OPC	SAMD4A
WWOX2	2.91E-06	0.466911161	0.841	0.57	0.048445192	OPC	WWOX
TPCN2	3.00E-06	0.587011837	0.275	0.105	0.04982993	OPC	TPCN2
COBL3	4.44E-06	0.609393778	0.493	0.268	0.073889075	OPC	COBL
PEAK11	5.31E-06	0.520598909	0.449	0.216	0.088347477	OPC	PEAK1
CSMD22	5.60E-06	0.497646297	0.594	0.338	0.09316582	OPC	CSMD2
NAV12	8.49E-06	0.697784654	0.551	0.335	0.14118443	OPC	NAV1
15-Mar	1.13E-05	0.526274554	0.681	0.453	0.18826921	OPC	1-Mar
PTN2	1.50E-05	0.490114978	0.275	0.108	0.249504255	OPC	PTN
GNPTAB	1.66E-05	0.764111012	0.348	0.171	0.276227624	OPC	GNPTAB
SLC9A93	1.69E-05	0.568056308	0.362	0.171	0.281549047	OPC	SLC9A9
DNM35	1.77E-05	0.504714973	0.725	0.514	0.294535712	OPC	DNM3
CRADD1	2.25E-05	0.453057072	0.348	0.156	0.373631033	OPC	CRADD
COMMD10	2.50E-05	0.722995671	0.29	0.13	0.415910263	OPC	COMMD10
SHC3	2.65E-05	0.493906732	0.362	0.177	0.441130811	OPC	SHC3
ALK3	2.81E-05	0.571254883	0.348	0.161	0.467499473	OPC	ALK
HECTD1	2.86E-05	0.559100631	0.362	0.183	0.47514528	OPC	HECTD1
TENM13	3.31E-05	0.609367734	0.333	0.161	0.551142764	OPC	TENM1
PRKCA3	4.45E-05	0.40790104	0.667	0.428	0.740418142	OPC	PRKCA
COG7	4.48E-05	0.505663568	0.261	0.108	0.744894397	OPC	COG7
FGF143	4.61E-05	0.279360862	0.899	0.826	0.766256276	OPC	FGF14
ST6GAL11	4.81E-05	0.6876374	0.275	0.122	0.799489076	OPC	ST6GAL1
PARD31	6.55E-05	0.288120139	0.507	0.26	1	OPC	PARD3
ZEB11	6.62E-05	0.585349856	0.507	0.315	1	OPC	ZEB1
ZNF654	7.06E-05	0.429913674	0.261	0.11	1	OPC	ZNF654
NFIA2	7.57E-05	0.60425401	0.478	0.275	1	OPC	NFIA
TNKS1	7.64E-05	0.508647827	0.507	0.316	1	OPC	TNKS
CDC14B1	8.80E-05	0.641186153	0.304	0.15	1	OPC	CDC14B
CDH136	9.39E-05	0.425105139	0.58	0.362	1	OPC	CDH13
ARHGAP221	9.57E-05	0.604466033	0.29	0.137	1	OPC	ARHGAP22
PTPRG1	0.000107867	0.453630402	0.739	0.631	1	OPC	PTPRG
OLFM21	0.000129206	0.462350163	0.362	0.181	1	OPC	OLFM2
FIGN2	0.000129514	0.338179834	0.275	0.117	1	OPC	FIGN
C16orf452	0.000138596	0.411821876	0.435	0.238	1	OPC	C16orf45
SYT172	0.000151662	0.508757923	0.319	0.157	1	OPC	SYT17
ANKRD443	0.000155751	0.571426544	0.348	0.178	1	OPC	ANKRD44
KIAA19581	0.000178809	0.497540764	0.319	0.155	1	OPC	KIAA1958
ALCAM3	0.000182297	0.510623773	0.435	0.237	1	OPC	ALCAM
CLIP22	0.000187922	0.479003536	0.42	0.239	1	OPC	CLIP2
ADD32	0.000233059	0.417642202	0.42	0.233	1	OPC	ADD3
REV3L3	0.000308231	0.529690636	0.551	0.381	1	OPC	REV3L
CDK191	0.000312944	0.476221086	0.348	0.185	1	OPC	CDK19
RNF1502	0.000329607	0.428826747	0.435	0.252	1	OPC	RNF150
ANKRD281	0.000385746	0.51706743	0.391	0.225	1	OPC	ANKRD28
LRP1	0.000390237	0.360875759	0.362	0.187	1	OPC	LRP1
ITGB83	0.000402279	0.431614289	0.304	0.149	1	OPC	ITGB8
PPP1R9A2	0.000416134	0.436095225	0.507	0.33	1	OPC	PPP1R9A
HDAC42	0.0004416	0.590216086	0.391	0.236	1	OPC	HDAC4
CSMD33	0.00046248	0.293285845	0.797	0.667	1	OPC	CSMD3
CPEB41	0.00047141	0.439743152	0.493	0.308	1	OPC	CPEB4
RNF1302	0.000481085	0.527703482	0.522	0.362	1	OPC	RNF130
FAM69A	0.000484845	0.51580539	0.42	0.26	1	OPC	FAM69A
NELL12	0.000509232	0.344378408	0.623	0.401	1	OPC	NELL1
N4BP2L11	0.000610153	0.579255119	0.29	0.153	1	OPC	N4BP2L1
CTTNBP21	0.000738793	0.386686133	0.377	0.209	1	OPC	CTTNBP2
ACSL32	0.000766707	0.397818853	0.391	0.225	1	OPC	ACSL3
KAZN4	0.000872573	0.299990898	0.942	0.762	1	OPC	KAZN
RNF180	0.001026239	0.355849247	0.275	0.137	1	OPC	RNF180
DIAPH22	0.001027445	0.347535917	0.391	0.223	1	OPC	DIAPH2
FNDC3B1	0.001062209	0.363951429	0.261	0.127	1	OPC	FNDC3B
MYO162	0.001249219	0.3715502	0.333	0.178	1	OPC	MYO16
POLK	0.001277897	0.342248321	0.261	0.128	1	OPC	POLK
TMOD11	0.001283975	0.430495765	0.275	0.142	1	OPC	TMOD1
ABHD21	0.001299263	0.389131769	0.348	0.197	1	OPC	ABHD2
MAP4K51	0.001434504	0.454194342	0.435	0.266	1	OPC	MAP4K5
ADGRL31	0.001458226	0.287522822	0.913	0.824	1	OPC	ADGRL3
GPATCH2L	0.001559501	0.409758185	0.304	0.162	1	OPC	GPATCH2L
ARHGAP211	0.001580531	0.403138411	0.522	0.348	1	OPC	ARHGAP21
POU6F25	0.001734669	0.35492747	0.391	0.231	1	OPC	POU6F2
DPH61	0.001827155	0.424791117	0.333	0.192	1	OPC	DPH6
MBD5	0.001869858	0.382222609	0.71	0.597	1	OPC	MBD5
GRM74	0.002118408	0.28031456	0.725	0.57	1	OPC	GRM7
MPPED23	0.002140412	0.549133769	0.319	0.197	1	OPC	MPPED2
ANO44	0.002181102	0.411196992	0.377	0.228	1	OPC	ANO4
MYO5A1	0.00248687	0.429853938	0.536	0.399	1	OPC	MYO5A
RNF157	0.00275766	0.35880271	0.261	0.139	1	OPC	RNF157
NIPBL	0.003155396	0.294443267	0.406	0.252	1	OPC	NIPBL
XKR45	0.003214284	0.262135143	0.696	0.529	1	OPC	XKR4
TMEM132D5	0.003301082	0.307887001	0.681	0.553	1	OPC	TMEM132D
CDK142	0.00335929	0.284327688	0.609	0.426	1	OPC	CDK14
FOXJ3	0.003418418	0.521738582	0.348	0.222	1	OPC	FOXJ3
NAALADL22	0.003610545	0.399230519	0.42	0.29	1	OPC	NAALADL2
FAF1	0.004100346	0.348155042	0.594	0.474	1	OPC	FAF1
CAMSAP2	0.004300453	0.424829216	0.406	0.261	1	OPC	CAMSAP2
MLLT42	0.004358228	0.396760679	0.333	0.194	1	OPC	MLLT4
DNER2	0.004366059	0.410410788	0.261	0.143	1	OPC	DNER
ZNF7041	0.005271566	0.360261345	0.29	0.165	1	OPC	ZNF704
C14orf371	0.005356383	0.374128017	0.406	0.267	1	OPC	C14orf37
ASAP11	0.006182608	0.333406832	0.507	0.347	1	OPC	ASAP1
ARL17A	0.006247614	0.322908381	0.391	0.256	1	OPC	ARL17A
ZNF131	0.006275641	0.391662341	0.319	0.194	1	OPC	ZNF131
CREB52	0.006776667	0.282690286	0.261	0.143	1	OPC	CREB5
BOD1L1	0.006944711	0.342113342	0.275	0.156	1	OPC	BOD1L1
CRB11	0.007041059	0.46701031	0.29	0.17	1	OPC	CRB1
MAP21	0.007122522	0.339724775	0.681	0.567	1	OPC	MAP2
FAM13A3	0.007469662	0.368996502	0.348	0.219	1	OPC	FAM13A
SFPQ	0.007793086	0.34262353	0.319	0.191	1	OPC	SFPQ
SETD5	0.008849312	0.31088588	0.493	0.355	1	OPC	SETD5
PCDH74	0.009080623	0.366364468	0.725	0.593	1	OPC	PCDH7
PUM1	0.009422493	0.344379472	0.319	0.197	1	OPC	PUM1
SPAG91	0.00977853	0.441459094	0.333	0.213	1	OPC	SPAG9
HTR2C	6.78E-211	2.644232212	0.91	0.045	1.13E-206	Exc_8	HTR2C
ATP2C2	2.60E-69	1.323616435	0.403	0.026	4.33E-65	Exc_8	ATP2C2
FGFR12	8.04E-51	1.253234672	0.522	0.06	1.34E-46	Exc_8	FGFR1
TSHZ22	2.82E-48	1.622200871	0.94	0.248	4.69E-44	Exc_8	TSHZ2
CRYM	9.91E-45	1.268165031	0.522	0.07	1.65E-40	Exc_8	CRYM
ASIC24	6.34E-41	1.623506419	1	0.68	1.05E-36	Exc_8	ASIC2
HS3ST44	6.18E-40	1.531351076	0.955	0.321	1.03E-35	Exc_8	HS3ST4
ZNF385D4	4.46E-39	1.861081312	0.836	0.255	7.42E-35	Exc_8	ZNF385D
ADAMTSL11	1.05E-36	1.436975305	0.507	0.078	1.75E-32	Exc_8	ADAMTSL1
SEMA3E1	4.60E-36	0.869629529	0.269	0.022	7.65E-32	Exc_8	SEMA3E
TLE41	3.47E-35	1.300705897	0.582	0.112	5.78E-31	Exc_8	TLE4
SAMD3	1.80E-34	0.887945765	0.313	0.032	2.99E-30	Exc_8	SAMD3
PDE9A	1.97E-30	0.970381833	0.358	0.046	3.28E-26	Exc_8	PDE9A
SORCS22	1.88E-27	1.088552126	0.672	0.172	3.13E-23	Exc_8	SORCS2
CPNE7	9.03E-27	1.022265377	0.403	0.066	1.50E-22	Exc_8	CPNE7
TLL12	5.66E-26	1.052481787	0.388	0.064	9.42E-22	Exc_8	TLL1
RANBP174	1.10E-25	1.153364027	0.612	0.157	1.84E-21	Exc_8	RANBP17
DLC13	1.71E-24	1.05822534	0.776	0.256	2.85E-20	Exc_8	DLC1
SDK21	1.74E-24	1.015204218	0.448	0.087	2.89E-20	Exc_8	SDK2
BCL11B2	3.39E-24	0.907174315	0.463	0.09	5.63E-20	Exc_8	BCL11B
KIAA14562	1.03E-23	1.076677401	0.478	0.1	1.72E-19	Exc_8	KIAA1456
SEL1L3	3.81E-23	0.924881013	0.328	0.051	6.33E-19	Exc_8	SEL1L3
VWC2L3	2.29E-22	1.011887078	0.478	0.105	3.81E-18	Exc_8	VWC2L
PRR16	2.65E-22	1.01874208	0.612	0.17	4.41E-18	Exc_8	PRR16
MYRIP6	6.51E-22	1.004508716	0.881	0.422	1.08E-17	Exc_8	MYRIP
CHRM2	6.76E-22	0.816051991	0.313	0.048	1.12E-17	Exc_8	CHRM2
GRM82	2.75E-20	0.934116405	0.597	0.17	4.58E-16	Exc_8	GRM8
